timestamp,switch_id,porta,tx_bytes,rx_bytes,tx_pacotes,rx_pacotes
2026-06-25 02:02:20,1,1,53984,3937870,126,3795
2026-06-25 02:02:20,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:20,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:23,1,1,53984,3937870,126,3795
2026-06-25 02:02:23,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:23,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:26,1,1,53984,3937870,126,3795
2026-06-25 02:02:26,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:26,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:29,1,1,53984,3937870,126,3795
2026-06-25 02:02:29,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:29,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:32,1,1,53984,3937870,126,3795
2026-06-25 02:02:32,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:32,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:35,1,1,53984,3937870,126,3795
2026-06-25 02:02:35,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:35,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:38,1,1,53984,3937870,126,3795
2026-06-25 02:02:38,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:38,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:41,1,1,53984,3937870,126,3795
2026-06-25 02:02:41,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:41,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:44,1,1,53984,3937870,126,3795
2026-06-25 02:02:44,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:44,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:47,1,1,53984,3937870,126,3795
2026-06-25 02:02:47,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:47,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:50,1,1,53984,3937870,126,3795
2026-06-25 02:02:50,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:50,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:53,1,1,53984,3937870,126,3795
2026-06-25 02:02:53,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:53,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:56,1,1,53984,3937870,126,3795
2026-06-25 02:02:56,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:56,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:02:59,1,1,53984,3937870,126,3795
2026-06-25 02:02:59,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:02:59,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:02,1,1,53984,3937870,126,3795
2026-06-25 02:03:02,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:02,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:05,1,1,53984,3937870,126,3795
2026-06-25 02:03:05,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:05,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:08,1,1,53984,3937870,126,3795
2026-06-25 02:03:08,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:08,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:11,1,1,53984,3937870,126,3795
2026-06-25 02:03:11,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:11,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:14,1,1,53984,3937870,126,3795
2026-06-25 02:03:14,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:14,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:17,1,1,53984,3937870,126,3795
2026-06-25 02:03:17,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:17,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:20,1,1,53984,3937870,126,3795
2026-06-25 02:03:20,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:20,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:23,1,1,53984,3937870,126,3795
2026-06-25 02:03:23,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:23,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:26,1,1,53984,3937870,126,3795
2026-06-25 02:03:26,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:26,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:29,1,1,53984,3937870,126,3795
2026-06-25 02:03:29,1,2,4049024,54332593296,61276,1050094
2026-06-25 02:03:29,1,3,54176809192,4099308,1050590,61352
2026-06-25 02:03:32,1,1,53984,3937870,126,3795
